code,name,level,ward,status,menu_posts_total,menu_posts_this_year,weeks_with_posts,last_menu_date,last_menu_url,error
honglamq12,Mầm non Hồng Lam,mn,phuongtanhoa,none,0,0,0,,,
mn6tanbinh,Mầm non 6,mn,phuongtanhoa,none,0,0,0,,,
mn8tanbinh,Mầm non 8,mn,phuongtanhoa,stale,1,0,0,2025-10-29,https://mn8tanbinh.hcm.edu.vn/dinh-duong-cho-be-mam-non/che-do-dinh-duong-trong-tung-bua-an-cho-tre/ct/33112/800709,
mn9tanbinh,Mầm non 9,mn,phuongtanhoa,regular,17,3,3,2026-09-20,https://mn9tanbinh.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-3-cua-tre-tu-ngay-2192026-den-ngay-2592026/ct/93743/888563,
mnsoncatb,Mầm non Sơn Ca,mn,phuongtanhoa,regular,15,3,3,2026-09-21,https://mnsoncatb.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-3-thang-9-nam-2026-tu-ngay-2192026-den-ngay-2592026/ct/97594/888393,
thchilangtanbinh,Tiểu Học Chi Lăng,th,phuongtanhoa,none,0,0,0,,,
thdongdatanbinh,Tiểu Học Đống Đa,th,phuongtanhoa,regular,16,3,3,2026-09-18,http://thdongdatanbinh.hcm.edu.vn/thuc-don/thuc-don-tuan-03-21092026-25092026-nam-hoc-2026-2027/ct/140776/1410760,
thhungvuongtb,Tiểu học Hùng Vương,th,phuongtanhoa,active,18,2,1,2026-09-20,https://thhungvuongtb.hcm.edu.vn/thuc-don/thuc-don-tuan-3-tu-ngay-2192026-den-ngay-2592026/ct/143469/1410967,
thngochoi,Tiểu Học Ngọc Hồi,th,phuongtanhoa,stale,8,0,0,2023-05-23,https://thngochoi.hcm.edu.vn/thong-bao/thuc-don-ban-tru-tu-22052023-den-25052023/ct/63271/1127108,
thtranvanontanbinh,Tiểu Học Trần Văn Ơn,th,phuongtanhoa,regular,13,2,2,2026-09-14,https://thtranvanontanbinh.hcm.edu.vn/gioi-thieu/thuc-don-ban-tru-tuan-2/ct/23324/1409845,
thcslythuongkiet-tanhoa,THCS Lý Thường Kiệt,thcs,phuongtanhoa,regular,16,12,3,2026-09-24,https://thcslythuongkiet-tanhoa.hcm.edu.vn/thuc-don-ban-tru/thuc-don-bua-an-ban-tru-thu-5-ngay-2492026/ct/109691/762336,
thcsmacdinhchitb,THCS Mạc Đĩnh Chi,thcs,phuongtanhoa,regular,15,3,2,2026-09-20,http://thcsmacdinhchitb.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-3-hk1-2192026-2592026/ct/107277/760422,
thcsnguyengiathieu,THCS Nguyễn Gia Thiều,thcs,phuongtanhoa,regular,15,15,3,2026-09-23,https://thcsnguyengiathieu.hcm.edu.vn/hoat-dong-ban-tru/suat-an-ban-tru-ngay-23-09-2026/ct/99142/760997,
thcsphamngocthach,THCS Phạm Ngọc Thạch,thcs,phuongtanhoa,active,17,1,1,2026-09-06,http://thcsphamngocthach.hcm.edu.vn/ban-tru/thuc-don-tuan-01-tu-ngay-07092026-den-ngay-11092026/ct/91878/758598,
thcsquangtrungtanbinh,THCS Quang Trung,thcs,phuongtanhoa,none,0,0,0,,,
thcstranvandang,THCS Trần Văn Đang,thcs,phuongtanhoa,none,0,0,0,,,
mntanhung,Mầm non Tân Hưng,mn,phuongtanhung,regular,19,3,3,2026-09-18,http://mntanhung.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-3-thang-9/ct/86972/888064,
mntankieng,Mầm non Tân Kiểng,mn,phuongtanhung,regular,17,5,4,2026-09-23,https://mntankieng.hcm.edu.vn/suc-khoe-dinh-duong/nha-truong-va-gia-dinh-chung-tay-vi-bua-an-cua-tre/ct/16468/888943,
mntanphong,Mầm non Tân Phong,mn,phuongtanhung,regular,29,3,3,2026-09-20,https://mntanphong.hcm.edu.vn/thuc-don/thuc-don-cua-tre-tuan-03-thang-9-tu-ngay-2192026-den-ngay-2592026/ct/91970/888279,
mntanphong2,Mầm Non Tân Phong 2,mn,phuongtanhung,stale,33,0,0,2026-08-07,https://mntanphong2.hcm.edu.vn/dinh-duong-cua-be/thuc-don-cua-tre-ngay-782026/ct/95406/882842,
mntanquy,Mầm non Tân Quy,mn,phuongtanhung,stale,16,0,0,2026-05-24,https://mntanquy.hcm.edu.vn/thuc-don-cua-be/thuc-don-nha-tre-mau-giao-tuan-04-thang-05-tu-25052026-den-29052026/ct/87547/870417,
thluongthevinhq7,Tiểu Học Lương Thế Vinh,th,phuongtanhung,regular,19,14,3,2026-09-24,http://thluongthevinhq7.hcm.edu.vn/thuc-don/thuc-don-ngay-2492026/ct/147921/1412215,
thtanhungq7,Tiểu Học Tân Hưng,th,phuongtanhung,regular,20,3,2,2026-09-18,http://thtanhungq7.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tu-ngay-21092026-den-25092026/ct/147872/1410804,
thtanquyq7,Tiểu Học Tân Quy,th,phuongtanhung,active,1,1,1,2026-09-08,https://thtanquyq7.hcm.edu.vn/ban-tru/thuc-don-thang-9-nam-2026-tuan-1-tru-so-chinh-phan-hieu-1/ct/79657/1408656,
thvothisauq7,Tiểu Học Võ Thị Sáu,th,phuongtanhung,regular,15,12,3,2026-09-24,https://thvothisauq7.hcm.edu.vn/thuc-don/thuc-don-ban-tru-ngay-2492026/ct/104728/1412290,
thcsnguyenhuutho,THCS Nguyễn Hữu Thọ,thcs,phuongtanhung,stale,23,0,0,2026-05-23,https://thcsnguyenhuutho.hcm.edu.vn/thuc-don/thuc-don-tuan-4-tu-25052026-den-27052026/ct/105513/751465,
thcsnguyenthithap,THCS Nguyễn Thị Thập,thcs,phuongtanhung,active,14,1,1,2026-09-10,https://thcsnguyenthithap.hcm.edu.vn/ban-tru/thuc-don-thang-092026/ct/108599/759689,
thcstranquoctuan,THCS Trần Quốc Tuấn,thcs,phuongtanhung,regular,32,15,3,2026-09-24,http://thcstranquoctuan.hcm.edu.vn/suat-an-thang-9-2026/suat-an-ban-tru-ngay-2492026/ct/111273/762355,
thtanvinhhiepa,Trường Tiểu học Tân Vĩnh Hiệp A,th,phuongtankhanh,none,0,0,0,,,
mgtacroi,Mẫu Giáo Tắc Rỗi,mn,phuongtanmy,none,0,0,0,,,
mnnamsaigon,Mầm non Nam Sài Gòn,mn,phuongtanmy,regular,15,2,2,2026-09-11,https://mnnamsaigon.hcm.edu.vn/dinh-duong-cho-be/thuc-don-cua-tre-tuan-2-thang-9-nam-2026-tu-ngay-1492026-den-ngay-1792026/ct/106575/886914,
mnnucuoi,Mầm non Nụ Cười,mn,phuongtanmy,stale,4,0,0,2026-01-07,https://mnnucuoi.hcm.edu.vn/ke-hoach-tuan-thuc-don/ke-hoach-tuan-thuc-don-tuan-05012026/ct/107804/825722,
mnphumy,Mầm non Phú Mỹ,mn,phuongtanmy,regular,19,4,2,2026-09-20,https://mnphumy.hcm.edu.vn/thuc-don/thuc-don-tuan-03-thang-9-nam-2026/ct/95057/886845,
mntanphuq7,Mầm non Tân Phú,mn,phuongtanmy,stale,56,0,0,2026-08-01,https://mntanphuq7.hcm.edu.vn/nam-hoc-2025-2026/thuc-don-he-thang-8/ct/106303/881571,
mnvuonnang,Mầm non Vườn Nắng,mn,phuongtanmy,stale,3,0,0,2026-01-07,https://mnvuonnang.hcm.edu.vn/ke-hoach-tuan-thuc-don/ke-hoach-tuan-thuc-don-tuan-05012026/ct/107813/825704,
thdinhbolinh,Trường Tiểu học Đinh Bộ Lĩnh,th,phuongtanmy,regular,17,16,3,2026-09-24,https://thdinhbolinh.hcm.edu.vn/dinh-duong/tick-xanh-trach-nhiem-suat-an-ban-tru-ngay-2492026/ct/145235/1412370,
thlevantamq7,Tiểu Học Lê Văn Tám,th,phuongtanmy,regular,32,19,4,2026-09-24,https://thlevantamq7.hcm.edu.vn/dinh-duong/thuc-don-ban-tru-ngay-2492026/ct/136884/1412425,
thphamhuulau,TH Phạm Hữu Lầu,th,phuongtanmy,regular,16,14,3,2026-09-24,http://thphamhuulau.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-ngay-24092026-theo-mo-hinh-tich-xanh-trach-nhiem/ct/136623/1412245,
thphumy,Tiểu Học Phú Mỹ,th,phuongtanmy,regular,16,15,3,2026-09-24,http://thphumy.hcm.edu.vn/thuc-don/thuc-don-ngay-2492026/ct/134682/1412228,
thcshoangquocviet,THCS Hoàng Quốc Việt,thcs,phuongtanmy,regular,16,11,4,2026-09-23,https://thcshoangquocviet.hcm.edu.vn/thuc-don-ban-tru/23092026-thuc-don-hom-nay-ca-basa-file-chien-bot-xu-cai-thia-xao-canh-chua-rau/ct/108571/760805,
thcsphamhuulau,THCS Phạm Hữu Lầu,thcs,phuongtanmy,regular,45,12,3,2026-09-24,https://thcsphamhuulau.hcm.edu.vn/nam-hoc-2026-2027/cong-khai-suat-an-minh-bach-tich-xanh-trach-nhiem-ngay-24092026/ct/111251/761015,
mnhuongduongtanphu,Mầm non Hướng Dương,mn,phuongtanphu,regular,16,3,3,2026-09-18,https://mnhuongduongtanphu.hcm.edu.vn/thuc-don-ban-tru/thuc-don-an-trong-tuan-tu-ngay-2192026-den-ngay-2592026/ct/97719/888044,
mnphuonghongtanphu,Mầm non Phượng Hồng,mn,phuongtanphu,regular,15,3,3,2026-09-17,https://mnphuonghongtanphu.hcm.edu.vn/thuc-don/thuc-don-tuan-3-thang-9/ct/98900/888609,
mnquynhanh,Mầm non Quỳnh Anh,mn,phuongtanphu,stale,15,0,0,2026-05-25,https://mnquynhanh.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-tuan-04-thang-5-nam-2026-tu-ngay-2552026-den-2752026/ct/20428/870681,
thhovancuong,Tiểu Học Hồ Văn Cường,th,phuongtanphu,regular,19,5,2,2026-09-24,http://thhovancuong.hcm.edu.vn/thuc-don-ban-tru/truong-tieu-hoc-ho-van-cuong-kinh-gui-den-quy-phu-huynh-hoc-sinh-bua-an-ban-tru/ct/134187/1412422,
thhuynhvanchinh,Tiểu Học Huỳnh Văn Chính,th,phuongtanphu,regular,15,3,2,2026-09-18,https://thhuynhvanchinh.hcm.edu.vn/thuc-don-ban-tru/truong-tieu-hoc-huynh-van-chinh-gioi-thieu-thuc-don-tuan-03-danh-cho-hoc-sinh-b/ct/134397/1410937,
thlethanhtongtanphu,Tiểu học Lê Thánh Tông,th,phuongtanphu,stale,15,0,0,2025-05-18,http://thlethanhtongtanphu.hcm.edu.vn/2024-2025/thuc-don-tuan-34-ban-tru-1952025-2352025/ct/142236/1300228,
thtanhoa,Tiểu Học Tân Hóa,th,phuongtanphu,stale,17,0,0,2026-05-22,https://thtanhoa.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-36-tu-ngay-25052026-27052026/ct/134120/1392175,
thcshoangdieu,THCS Hoàng Diệu,thcs,phuongtanphu,regular,3,3,2,2026-09-22,http://thcshoangdieu.hcm.edu.vn/gioi-thieu/thuc-don-ban-tru-tuan-3/ct/13153/760630,
thcsnguyentraitanphu,THCS Nguyễn Trãi,thcs,phuongtanphu,none,0,0,0,,,
thcsthoaingochau,THCS Thoại Ngọc Hầu,thcs,phuongtanphu,stale,1,0,0,2024-01-12,https://thcsthoaingochau.hcm.edu.vn/thuc-don-lop-ban-tru/thuc-don-tuan-19/ct/104759/638323,
mn15tanbinh,Mầm non 15,mn,phuongtanson,regular,18,14,4,2026-09-23,https://mn15tanbinh.hcm.edu.vn/thuc-don-cua-be/hinh-anh-bua-trua-cua-be-thu-tu-23092026/ct/87383/889016,
thnguyenvankip,Tiểu Học Nguyễn Văn Kịp,th,phuongtanson,regular,3,3,3,2026-09-21,https://thnguyenvankip.hcm.edu.vn/thuc-don-ban-tru/thuc-don-tuan-3-tu-ngay-219-den-ngay-259-nam-2026/ct/141939/1411065,
thphanhuyich,Tiểu học Phan Huy Ích,th,phuongtanson,regular,18,6,4,2026-09-24,https://thphanhuyich.hcm.edu.vn/hoat-dong-ban-tru/mot-so-hinh-anh-bua-an-ban-tru-ngay-24092026/ct/129658/1412330,
thtantru,Tiểu Học Tân Trụ,th,phuongtanson,regular,33,2,2,2026-09-11,http://thtantru.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tuan-02-nam-hoc-2026-2027/ct/147824/1409510,
mn1tanbinh,Mầm non 1,mn,phuongtansonhoa,stale,15,0,0,2026-08-14,http://mn1tanbinh.hcm.edu.vn/thuc-don/thuc-don-truong-mam-non-1-ngay-1482026/ct/106750/883406,
mn2tanbinh,Mầm non 2,mn,phuongtansonhoa,stale,26,0,0,2025-10-31,https://mn2tanbinh.hcm.edu.vn/khau-phan-dinh-duong/thuc-don-thang-11-nam-2025-cua-cac-be/ct/92625/802419,
mn3tanbinh,Mầm non 3,mn,phuongtansonhoa,active,17,1,1,2026-08-30,http://mn3tanbinh.hcm.edu.vn/tin-tuc-su-kien/gio-an-hanh-phuc-khi-moi-bua-an-la-mot-khoanh-khac-yeu-thuong/ct/28590/884937,
mnkimdongtanbinh,Mầm non Kim Đồng,mn,phuongtansonhoa,stale,2,0,0,2023-12-27,https://mnkimdongtanbinh.hcm.edu.vn/cham-soc-nuoi-duong/moi-ban-chai-rang-sau-bua-an-trua-cua-cac-ban-lop-choi-2-4-5-tuoi/ct/81229/620959,
thbinhgia,Tiểu Học Bình Giã,th,phuongtansonhoa,stale,15,0,0,2026-05-26,https://thbinhgia.hcm.edu.vn/thuc-don/thuc-don-tuan-35b-tu-ngay-25-den-ngay-2952026/ct/127231/1393000,
thlevansi,Tiểu Học Lê Văn Sĩ,th,phuongtansonhoa,regular,15,2,2,2026-09-18,https://thlevansi.hcm.edu.vn/thuc-don-ban-tru/bo-phan-ban-tru-truong-tieu-hoc-le-van-si-gui-den-quy-cha-me-hoc-sinh-thuc-don/ct/110439/1410805,
thnguyenthanhtuyentanbinh,Tiểu Học Nguyễn Thanh Tuyền,th,phuongtansonhoa,active,16,2,1,2026-09-20,http://thnguyenthanhtuyentanbinh.hcm.edu.vn/ban-tru/thuc-don-tuan-02-nam-hoc-2026-2027-tu-2192026-den-2592026/ct/79768/1411540,
thcsngosilien,THCS Ngô Sĩ Liên,thcs,phuongtansonhoa,regular,20,5,3,2026-09-25,https://thcsngosilien.hcm.edu.vn/ban-tru/bua-an-ban-tru-truong-thcs-ngo-si-lien/ct/111297/762442,
mgbonghongtanbinh,Mẫu Giáo Bông Hồng,mn,phuongtansonnhat,none,0,0,0,,,
mn4tanbinh,Mầm non 4,mn,phuongtansonnhat,stale,18,0,0,2026-07-22,https://mn4tanbinh.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-he-thang-72026/ct/110512/880681,
mn5tanbinh,Mầm non 5,mn,phuongtansonnhat,regular,14,3,3,2026-09-21,https://mn5tanbinh.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-tuan-3-thang-9-nam-2026/ct/107971/889092,
mn7tanbinh,Mầm non 7,mn,phuongtansonnhat,stale,11,0,0,2025-03-07,http://mn7tanbinh.hcm.edu.vn/thuc-don/thuc-don-tuan-10032025-14032025/ct/84857/734436,
mntanbinh,Mầm non Quận,mn,phuongtansonnhat,stale,1,0,0,2022-10-09,https://mntanbinh.hcm.edu.vn/nam-hoc-2022-2023/ke-hoach-phoi-hop-giua-nha-truong-va-cha-me-hoc-sinh-ve-giam-sat-bua-an-bep-an/ct/108169/541369,
mntansonnhat,Mầm non Tân Sơn Nhất,mn,phuongtansonnhat,regular,17,3,3,2026-09-18,https://mntansonnhat.hcm.edu.vn/thuc-don-trong-tuan/thuc-don-tu-ngay-2192026-den-ngay-2592026/ct/90308/888759,
mntuoixanh,Mầm non Tuổi Xanh,mn,phuongtansonnhat,stale,16,0,0,2023-09-25,https://mntuoixanh.hcm.edu.vn/thuc-don/thuc-don-tuan-4-thang-9-nam-2023-tu-ngay-2592023-den-ngay-2992023/ct/70812/602442,
thbanhvantran,Tiểu Học Bành Văn Trân,th,phuongtansonnhat,regular,15,2,2,2026-09-14,https://thbanhvantran.hcm.edu.vn/thuc-don-ban-tru/thuc-don-tuan-2/ct/130685/1410469,
thhoangvanthutanbinh,Tiểu Học Hoàng Văn Thụ,th,phuongtansonnhat,active,1,1,1,2026-09-24,https://thhoangvanthutanbinh.hcm.edu.vn/thuc-don-tuan/thuc-don-ban-tru-ngay-24092026-truong-tieu-hoc-tan-son-nhat-co-so-chinh/ct/148113/1412263,
thphamvanhaitanbinh,Tiểu Học Phạm Văn Hai,th,phuongtansonnhat,regular,12,3,2,2026-09-18,https://thphamvanhaitanbinh.hcm.edu.vn/thuc-don/thuc-don-tuan-3/ct/129451/1410697,
thtansonnhat,Tiểu Học Tân Sơn Nhất,th,phuongtansonnhat,none,0,0,0,,,
thcsaulac,THCS Âu Lạc,thcs,phuongtansonnhat,regular,15,3,3,2026-09-18,https://thcsaulac.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tu-ngay-21092026-den-26092026/ct/109214/760072,
thcstanbinh,THCS Tân Bình,thcs,phuongtansonnhat,regular,15,3,3,2026-09-18,https://thcstanbinh.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tuan-3-hki-tu-21-9-den-25-9-2026/ct/109212/760499,
banmaitp,Mầm non Ban Mai,mn,phuongtansonnhi,stale,1,0,0,2024-12-14,https://banmaitp.hcm.edu.vn/nam-hoc-2024-2025/hoi-thi-bua-an-dinh-duong-danh-cho-tre-mam-non-nam-hoc-2024-2025/ct/100952/712548,
mnabctanphu,Mầm non ABC,mn,phuongtansonnhi,none,0,0,0,,,
mnaty,Mầm Non ATY,mn,phuongtansonnhi,stale,1,0,0,2015-11-11,https://mnaty.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-tuan-09112015-14112015/ct/20458/75174,
mncattuongtanphu,Mầm non Cát Tường,mn,phuongtansonnhi,stale,14,0,0,2026-04-29,http://mncattuongtanphu.hcm.edu.vn/2025-2026/truong-mam-non-cat-tuong-thuc-don-tuan-tu-ngay-4-852026/ct/106674/862545,
mnhoalantanphu,Mầm non Hoa Lan,mn,phuongtansonnhi,stale,15,0,0,2026-05-16,https://mnhoalantanphu.hcm.edu.vn/thuc-don-cho-tre/thuc-don-tuan-3-thang-52026-1852026-2252026/ct/99275/869042,
mnmisatanphu,Mầm non Misa,mn,phuongtansonnhi,regular,15,6,3,2026-09-21,https://mnmisatanphu.hcm.edu.vn/thuc-don-cho-tre/thuc-don-nha-tre-tuan-tu-ngay-21092026-den-ngay-26092026/ct/102074/888437,
mnthuytientanphu,Mầm non Thủy Tiên,mn,phuongtansonnhi,regular,31,2,2,2026-09-21,https://mnthuytientanphu.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-tuan-tu-ngay-2192026-den-2592026/ct/110996/888168,
thdinhbolinhtp,TH Đinh Bộ Lĩnh,th,phuongtansonnhi,regular,18,4,2,2026-09-18,https://thdinhbolinhtp.hcm.edu.vn/cong-khai/truong-tieu-hoc-dinh-bo-linh-kinh-gui-quy-thay-co-quy-cha-me-hoc-sinh-thuc-don/ct/134086/1410776,
thdoanthidiemtanphu,Tiểu Học Đoàn Thị Điểm,th,phuongtansonnhi,regular,23,9,4,2026-09-23,http://thdoanthidiemtanphu.hcm.edu.vn/bua-an-dinh-duong-hoc-duong/phoi-hop-nang-cao-chat-luong-bua-an-ban-tru-cho-hoc-sinh/ct/134239/1412059,
thtansonnhi,Tiểu Học Tân Sơn Nhì,th,phuongtansonnhi,regular,38,7,2,2026-09-24,https://thtansonnhi.hcm.edu.vn/thuc-don-ban-tru-2026-2027/bua-an-ban-tru-thu-nam-24092026/ct/147835/1412287,
thcsdangtrancon,THCS Đặng Trần Côn,thcs,phuongtansonnhi,regular,16,3,3,2026-09-19,https://thcsdangtrancon.hcm.edu.vn/ban-tru/truong-thcs-dang-tran-con-thuc-don-an-trua-tuan-03-hki-nam-hoc-2026-2027/ct/104412/760426,
thcstonthattungtanphu,THCS Tôn Thất Tùng,thcs,phuongtansonnhi,stale,15,0,0,2026-05-18,https://thcstonthattungtanphu.hcm.edu.vn/thuc-don-ban-tru/kinh-gui-quy-thay-co-quy-cha-me-hoc-sinh-thuc-don-ban-tru-tu-ngay-18052026-den/ct/104368/750879,
thcstranquangkhaitanphu,THCS Trần Quang Khải,thcs,phuongtansonnhi,none,0,0,0,,,
mncatdangbt,Mầm non Cát Đằng,mn,phuongtantao,stale,14,0,0,2025-09-25,https://mncatdangbt.hcm.edu.vn/thuc-don/thuc-don-thang-9-nam-2025/ct/101467/784485,
mnhongngoc,Mầm non Hồng Ngọc,mn,phuongtantao,stale,3,0,0,2026-01-05,https://mnhongngoc.hcm.edu.vn/cong-tac-cham-soc-nuoi-duong/thuc-don-tuan-tu-ngay-05012026-den-ngay-10012026/ct/84536/824729,
mntantao,Mầm non Tân Tạo,mn,phuongtantao,stale,15,0,0,2026-04-24,https://mntantao.hcm.edu.vn/thuc-don-ban-tru/thuc-don-tuan-tu-ngay-2842026-den-ngay-2942026/ct/107199/860944,
mntantao1,Trường MN Tân Tạo 1,mn,phuongtantao,stale,1,0,0,2025-12-29,https://mntantao1.hcm.edu.vn/hoat-dong-doan-the/to-chuc-cho-cha-me-tre-tham-quan-bep-an-tap-the-va-tham-du-bua-an-cua-tre/ct/106233/824242,
mntantaoa,MN Tân Tạo A,mn,phuongtantao,stale,1,0,0,2024-11-10,https://mntantaoa.hcm.edu.vn/thuc-don/thuc-don-tuan-2-thang-11/ct/101446/701799,
mnthientue,Mầm non Thiên Tuế,mn,phuongtantao,regular,16,3,3,2026-09-20,https://mnthientue.hcm.edu.vn/ban-tru/thuc-don-tuan-tu-ngay-2192026-den-2692026/ct/101490/888375,
thbinhtan,Tiểu Học Bình Tân,th,phuongtantao,active,1,1,1,2026-09-16,https://thbinhtan.hcm.edu.vn/thong-tin-tuyen-truyen/hinh-anh-suat-an-trua-va-an-xe-cua-ngay-15-va-16-thang-9-nam-2026/ct/110659/1410325,
thlequydonbt,Tiểu học Lê Quý Đôn,th,phuongtantao,regular,6,5,2,2026-09-23,https://thlequydonbt.hcm.edu.vn/tin-tuc-nha-truong/hinh-anh-thuc-don-ban-tru-ngay-229226/ct/61896/1411900,
thtantaoa,Tiểu Học Tân Tạo A,th,phuongtantao,stale,1,0,0,2025-09-04,https://thtantaoa.hcm.edu.vn/gioi-thieu/thuc-don-thang-092025/ct/24479/1315451,
thcstantaoa,THCS Tân Tạo A,thcs,phuongtantao,active,1,1,1,2026-09-07,https://thcstantaoa.hcm.edu.vn/3-cong-khai/thuc-don-ban-tru-thang-9-nam-hoc-2026-2027/ct/92211/758685,
mghoami2q12,Trường Mầm non Hoạ Mi 2,mn,phuongtanthoihiep,active,15,2,1,2026-09-21,https://mghoami2q12.hcm.edu.vn/thuc-don-cua-be/thuc-don-cua-be-tuan-04-thang-9-nam-2026/ct/76593/888572,
mnhoadao12,Mầm non Hoa Đào,mn,phuongtanthoihiep,stale,2,0,0,2026-05-11,https://mnhoadao12.hcm.edu.vn/suc-khoe-dinh-duong/cha-me-chu-dong-bua-an-an-toan-cho-tre/ct/77170/867203,
mnhoaphonglanq12,Mầm non Hoa Phong Lan,mn,phuongtanthoihiep,stale,30,0,0,2026-05-26,https://mnhoaphonglanq12.hcm.edu.vn/thuc-don-hang-tuan/thuc-don-tuan-4-thang-5-nam-2026/ct/107410/870966,
mnsaomai2q12,Mầm non Sao Mai 2,mn,phuongtanthoihiep,stale,23,0,0,2026-04-27,https://mnsaomai2q12.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-5-thang-42026/ct/103408/861500,
mnsonca6,Mầm non Sơn Ca 6,mn,phuongtanthoihiep,regular,16,3,3,2026-09-21,http://mnsonca6.hcm.edu.vn/thuc-don-hang-tuan/thuc-don-cua-be-tu-ngay-219-den-2592026/ct/103378/888371,
mnvanganhq12,Mầm non Vàng Anh,mn,phuongtanthoihiep,stale,30,0,0,2026-05-22,https://mnvanganhq12.hcm.edu.vn/thuc-don-hang-ngay-cua-tre-em/thuc-don-tuan-4-thang-5-tu-ngay-2552026-2752026/ct/106682/869807,
thlevantho,Tiểu Học Lê Văn Thọ,th,phuongtanthoihiep,none,0,0,0,,,
thnguyenthaibinhq12,Tiểu Học Nguyễn Thái Bình,th,phuongtanthoihiep,stale,15,0,0,2017-09-21,https://thnguyenthaibinhq12.hcm.edu.vn/ban-tru/thuc-don-thang-9-2017/ct/69249/219973,
thnguyentrai,Tiểu Học Nguyễn Trãi,th,phuongtanthoihiep,none,0,0,0,,,
thvothisauq12,Tiểu học Võ Thị Sáu,th,phuongtanthoihiep,regular,16,3,3,2026-09-20,http://thvothisauq12.hcm.edu.vn/y-te/thuc-don-tuan-tu-21092026-02102026/ct/64197/1410972,
thcsnguyenchithanh,THCS Nguyễn Chí Thanh,thcs,phuongtanthoihiep,active,10,1,1,2026-08-24,https://thcsnguyenchithanh.hcm.edu.vn/thong-bao/thong-bao-ve-viec-moi-bao-gia-cung-cap-dich-vu-suat-an-ban-tru-nam-hoc-2026-202/ct/97753/757794,
thcsnguyenhienq12,THCS Nguyễn Hiền,thcs,phuongtanthoihiep,none,0,0,0,,,
thcsnguyenhueq12,THCS Nguyễn Huệ,thcs,phuongtanthoihiep,none,0,0,0,,,
mn19thang5q7,Mầm non 19-5 Quận 7,mn,phuongtanthuan,active,25,12,1,2026-09-23,https://mn19thang5q7.hcm.edu.vn/thuc-don-cua-be/thuc-don-ngay-23-thang-09-nam-2026/ct/97111/889043,
mnbinhthuanq7,Mầm non Bình Thuận,mn,phuongtanthuan,stale,14,0,0,2026-05-12,https://mnbinhthuanq7.hcm.edu.vn/cong-khai/thuc-don-cua-tre-thang-5-tuan-2-nam-2026/ct/99838/866308,
mnkhuchexuattanthuan,MN Khu chế xuất Tân Thuận,mn,phuongtanthuan,regular,27,2,2,2026-09-14,https://mnkhuchexuattanthuan.hcm.edu.vn/thuc-don/thuc-don-tuan-1409-den-18092026/ct/93799/887510,
mntanthuantayq7,MN Tân Thuận Tây,mn,phuongtanthuan,stale,16,0,0,2026-05-25,https://mntanthuantayq7.hcm.edu.vn/hoat-dong-cham-soc-nuoi-duong/thuc-don-tuan-cua-tre-than-52026/ct/91352/870876,
thdangthuytram,Tiểu Học Đặng Thùy Trâm,th,phuongtanthuan,stale,15,0,0,2026-04-18,http://thdangthuytram.hcm.edu.vn/thuc-don-thang/thuc-don-tu-2004-den-24042026/ct/106015/1378081,
thkimdongq7,Tiểu Học Kim Đồng,th,phuongtanthuan,active,15,1,1,2026-09-10,http://thkimdongq7.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-thang-92026/ct/138338/1410182,
thnguyenthidinhq7,Tiểu Học Nguyễn Thị Định,th,phuongtanthuan,regular,18,18,3,2026-09-24,https://thnguyenthidinhq7.hcm.edu.vn/hinh-anh-suat-an/hinh-anh-suat-an-ban-tru-ngay-24092026/ct/147881/1412421,
thcshuynhtanphat,THCS Huỳnh Tấn Phát,thcs,phuongtanthuan,active,4,1,1,2026-09-08,http://thcshuynhtanphat.hcm.edu.vn/thong-bao/thuc-don-ban-tru-thang-9-2026/ct/60716/758954,
thcsnguyenhienq7,THCS Nguyễn Hiền,thcs,phuongtanthuan,active,5,1,1,2026-09-16,https://thcsnguyenhienq7.hcm.edu.vn/ban-tru/thuc-don-ban-tru-thang-092026/ct/105510/759890,
thtanlap-tanuyen,Trường Tiểu Học Tân Lập,th,phuongtanuyen,none,0,0,0,,,
mnhoahongtanphu,Mầm non Hoa Hồng,mn,phuongtaythanh,regular,33,3,3,2026-09-19,https://mnhoahongtanphu.hcm.edu.vn/co-cau-to-chuc/thuc-don-tuan-4-thang-9-tu-ngay-2192026-den-2592026/ct/94924/888941,
