code,name,level,ward,status,menu_posts_total,menu_posts_this_year,weeks_with_posts,last_menu_date,last_menu_url,error
mnsonca12,Mầm non Sơn Ca 12,mn,phuongphunhuan,stale,16,0,0,2026-06-26,https://mnsonca12.hcm.edu.vn/thuc-don/thuc-don-dinh-duong-tu-296-den-1072026/ct/100364/877297,
mnsonca14,Mầm non Sơn Ca 14,mn,phuongphunhuan,stale,62,0,0,2026-08-04,http://mnsonca14.hcm.edu.vn/thuc-don-tuan-nam-hoc-2025-2026/thuc-don-tre-tu-ngay-27-3172026/ct/103449/882404,
mnsonca17,Mầm non Sơn Ca 17,mn,phuongphunhuan,stale,41,0,0,2026-05-08,https://mnsonca17.hcm.edu.vn/thuc-don-thang-4-nam-2026/thuc-don-du-kien-tu-ngay-11-den-ngay-15-thang-5-nam-2026/ct/109946/865114,
mnsonca8phunhuan,Mầm non Sơn Ca 8,mn,phuongphunhuan,regular,15,2,2,2026-09-12,https://mnsonca8phunhuan.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-tu-14092026-den-18092026/ct/47587/887263,
thchilinh,Tiểu Học Chí Linh,th,phuongphunhuan,none,0,0,0,,,
thdangvanngu,Tiểu Học Đặng Văn Ngữ,th,phuongphunhuan,none,0,0,0,,,
thnguyendinhchinh,Tiểu Học Nguyễn Đình Chính,th,phuongphunhuan,regular,7,7,3,2026-09-24,http://thnguyendinhchinh.hcm.edu.vn/tin-tuc-su-kien/bua-an-trua-ngay-thu-nam-2492026-tai-truong-tieu-hoc-phu-nhuan/ct/23199/1412246,
thphamngocthach,Tiểu Học Phạm Ngọc Thạch,th,phuongphunhuan,none,0,0,0,,,
thvantuong,Tiểu Học Vạn Tường,th,phuongphunhuan,none,0,0,0,,,
thcsdaoduyanhphunhuan,THCS Đào Duy Anh,thcs,phuongphunhuan,stale,1,0,0,2025-10-17,https://thcsdaoduyanhphunhuan.hcm.edu.vn/thu-chi-tai-chinh/cong-van-yeu-cau-bao-gia-cung-cap-suat-an-trua-nam-hoc-2025-2026/ct/96424/720854,
mnbinhminh2td,Mầm non Bình Minh 2,mn,phuongphuoclong,none,0,0,0,,,
mnhoahongdo,Mầm non Hoa Hồng Đỏ,mn,phuongphuoclong,stale,1,0,0,2015-04-22,https://mnhoahongdo.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-tuan-4-thang-042015/ct/29233/24252,
mnhoalanq9,Mầm non Hoa Lan,mn,phuongphuoclong,stale,2,0,0,2025-11-19,https://mnhoalanq9.hcm.edu.vn/dinh-duong/cach-su-dung-muoi-i-ot-va-cac-thuc-pham-giau-i-ot-trong-bua-an/ct/110411/870789,
mnhoasenq9,Mầm non Hoa Sen,mn,phuongphuoclong,none,0,0,0,,,
mnkieudam,Mầm non Kiều Đàm,mn,phuongphuoclong,none,0,0,0,,,
mnmattroiachau,Mầm non Mặt Trời Á Châu,mn,phuongphuoclong,none,0,0,0,,,
mnphuocbinh,Mầm non Phước Bình,mn,phuongphuoclong,active,4,1,1,2026-09-16,https://mnphuocbinh.hcm.edu.vn/ban-tin-hoat-dong/bua-an-an-toan-du-dinh-duong-cho-tre-tai-truong-mam-non-phuoc-binh/ct/16995/887443,
mnphuoclongbtptd,Mầm non Phước Long B,mn,phuongphuoclong,none,0,0,0,,,
mnvuongquoctihon2,Mầm non Vương Quốc Tí Hon 2,mn,phuongphuoclong,none,0,0,0,,,
thbuivanmoi,Tiểu Học Bùi Văn Mới,th,phuongphuoclong,stale,15,0,0,2026-05-18,https://thbuivanmoi.hcm.edu.vn/cong-tac-ban-tru/thuc-don-tuan-37/ct/110510/1391145,
thnguyenvanba,Tiểu Học Nguyễn Văn Bá,th,phuongphuoclong,stale,19,0,0,2026-05-04,https://thnguyenvanba.hcm.edu.vn/thuc-don-hang-ngay/bang-thuc-don-tuan-33-tu-ngay-04052026-den-08052026/ct/105894/1387028,
thphamvanchinh,Tiểu học Phạm Văn Chính,th,phuongphuoclong,regular,17,2,2,2026-09-14,https://thphamvanchinh.hcm.edu.vn/thuc-don/cong-khai-suat-an-ban-tru-ngay-1492026/ct/137318/1409871,
thphuocbinh,Tiểu Học Phước Bình,th,phuongphuoclong,none,0,0,0,,,
thtranthibuoi,Tiểu học Trần Thị Bưởi,th,phuongphuoclong,active,9,2,1,2026-09-18,https://thtranthibuoi.hcm.edu.vn/thuc-don-ban-tru/thuc-don-hoc-sinh-ban-tru-2192026-2592026/ct/146669/1410785,
thvovanhat,Tiểu Học Võ Văn Hát,th,phuongphuoclong,stale,19,0,0,2026-05-08,https://thvovanhat.hcm.edu.vn/thuc-don/thuc-don-ban-tru-tuan-37-tu-2552026-2952026/ct/105891/1389179,
thcsdangtantai,THCS Đặng Tấn Tài,thcs,phuongphuoclong,stale,1,0,0,2016-09-12,https://thcsdangtantai.hcm.edu.vn/gioi-thieu/nghi-thuc-don-cac-em-hoc-sinh-lop-6-nam-hoc-2016-2017/ct/12411/137956,
thcsphuocbinh,THCS Phước Bình,thcs,phuongphuoclong,none,0,0,0,,,
thphuocthang,Trường Tiểu học Phước Thắng,th,phuongphuocthang,regular,7,6,4,2026-09-23,https://thphuocthang.hcm.edu.vn/ban-tin-nha-truong/kiem-tra-dot-xuat-bep-an-chung-tay-vi-bua-an-an-toan-chat-luong-cho-hoc-sinh/ct/147612/1412134,
mnhoabinhtanphu,Mầm non Hòa Bình,mn,phuongphuthanh,none,0,0,0,,,
mnhoanganhtanphu,Mầm non Hoàng Anh,mn,phuongphuthanh,stale,29,0,0,2026-05-22,https://mnhoanganhtanphu.hcm.edu.vn/nam-hoc-2025-2026/thuc-don-ban-tru-tuan-4-thang-52026-tu-2552026-den-2952026/ct/106786/872620,
mntaohong2tanphu,TRƯỜNG MẦM NON TÁO HỒNG 2,mn,phuongphuthanh,stale,4,0,0,2024-12-19,https://mntaohong2tanphu.hcm.edu.vn/hoat-dong-chuyen-mon/hoi-thi-bua-an-dinh-duong-danh-cho-tre-mam-non/ct/100810/713424,
mnthienly,Mầm non Thiên Lý,mn,phuongphuthanh,regular,48,18,4,2026-09-24,https://mnthienly.hcm.edu.vn/hinh-anh-suat-an-thuc-te/truong-mam-non-thien-ly-cong-khai-khau-phan-an-cua-tre-bua-trua-ngay-2492026/ct/111253/889212,
thaucotanphu,Tiểu Học Âu Cơ,th,phuongphuthanh,stale,15,0,0,2026-04-10,https://thaucotanphu.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-ngay-1342026-den-ngay-1742026/ct/134412/1381352,
thduytan,Tiểu Học Duy Tân,th,phuongphuthanh,stale,17,0,0,2026-05-17,https://thduytan.hcm.edu.vn/thuc-don-ban-tru/truong-tieu-hoc-duy-tan-kinh-gui-quy-thay-co-giao-quy-cmhs-va-cac-em-hs-thuc-do/ct/134318/1390981,
thhieptan,Tiểu Học Hiệp Tân,th,phuongphuthanh,regular,26,14,4,2026-09-24,https://thhieptan.hcm.edu.vn/hinh-anh-suat-an-thuc-te/khau-phan-an-ngay-2492026/ct/147857/1412274,
thphanchutrinhtanphu,Tiểu Học Phan Chu Trinh,th,phuongphuthanh,regular,19,19,3,2026-09-24,http://thphanchutrinhtanphu.hcm.edu.vn/bua-an-hoc-sinh/truong-tieu-hoc-phan-chu-trinh-xin-gui-den-quy-cha-me-hoc-sinh-hinh-anh-khay-th/ct/147918/1412189,
thvothisautanphu,Tiểu Học Võ Thị Sáu,th,phuongphuthanh,regular,14,11,3,2026-09-24,https://thvothisautanphu.hcm.edu.vn/cong-tac-ban-tru/truong-tieu-hoc-vo-thi-sau-gioi-thieu-den-quy-cha-me-hoc-sinh-bua-an-ban-tru-ng/ct/27489/1412326,
th-thcshungvuong,TH-THCS Hùng Vương,thcs,phuongphuthanh,regular,15,7,3,2026-09-24,https://th-thcshungvuong.hcm.edu.vn/thuc-don-ban-tru/suat-an-ban-tru-ngay-2492026/ct/107163/762397,
thcsdongkhoitanphu,THCS Đồng Khởi,thcs,phuongphuthanh,regular,6,6,2,2026-09-24,https://thcsdongkhoitanphu.hcm.edu.vn/thuc-don-thong-tin-chat-luong-bua-an/thuc-don-bua-an-trua-cua-hoc-sinh-ban-tru-ngay-24092026/ct/111320/762339,
thcstanthoihoa,THCS Tân Thới Hòa,thcs,phuongphuthanh,none,0,0,0,,,
mnhoami-phutho,Trường Mầm non Họa Mi,mn,phuongphutho,regular,19,3,3,2026-09-20,https://mnhoami-phutho.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-cho-tre-tuan-3-2192026-den-2592026/ct/111218/888806,
mnphutho,Mầm non 15,mn,phuongphutho,none,0,0,0,,,
mnsaovang-phutho,Mầm non 13,mn,phuongphutho,stale,16,0,0,2026-08-07,https://mnsaovang-phutho.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-tuan-tu-ngay-1082026-den-ngay-1462026/ct/28219/882745,
mnsonca-phutho,Mầm non Phường 12,mn,phuongphutho,stale,15,0,0,2026-04-28,https://mnsonca-phutho.hcm.edu.vn/thuc-don/thuc-don-cho-tre-tu-27042026-den-30042026/ct/97690/861913,
thnguyenthinho,Tiểu Học Nguyễn Thị Nhỏ,th,phuongphutho,regular,17,3,2,2026-09-21,https://thnguyenthinho.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-3-21092026-25092026/ct/133132/1411469,
thphutho,Tiểu học Phú Thọ,th,phuongphutho,regular,15,2,2,2026-09-15,https://thphutho.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-02-tu-14092026-18092026/ct/129054/1410122,
thquyetthang,Tiểu Học Quyết Thắng,th,phuongphutho,stale,14,0,0,2026-05-18,http://thquyetthang.hcm.edu.vn/an-toan-thuc-pham-truong-hoc/thuc-don-tuan-35-nam-hoc-2025-2026/ct/105541/1391319,
thtrungtrac,Tiểu Học Trưng Trắc,th,phuongphutho,regular,17,3,2,2026-09-21,https://thtrungtrac.hcm.edu.vn/thuc-don/thuc-don-ban-tru-tuan-03-nam-hoc-2026-2027/ct/129201/1410988,
thcslugia,THCS Lữ Gia,thcs,phuongphutho,none,0,0,0,,,
thcsphutho,THCS Phú Thọ,thcs,phuongphutho,none,0,0,0,,,
mghongantanphu,Mẫu giáo Hồng Ân,mn,phuongphuthohoa,stale,5,0,0,2026-02-15,https://mghongantanphu.hcm.edu.vn/thanh-tra-kiem-tra/ngay-10-11022026-truong-mau-giao-hong-an-chinh-thuc-don-doan-danh-gia-ngoai-cua/ct/95325/838936,
mgmaihong,Mẫu giáo Mai Hồng,mn,phuongphuthohoa,regular,13,2,2,2026-09-22,https://mgmaihong.hcm.edu.vn/cong-khai-theo-thong-tu-36/thuc-don-tuan-3-cua-thang-92026-tu-ngay-2192026-den-ngay-25926/ct/100218/888802,
mgtuoihong,Mẫu Giáo Tuổi Hồng,mn,phuongphuthohoa,stale,15,0,0,2026-03-31,https://mgtuoihong.hcm.edu.vn/hoat-dong-cham-soc-thuc-don-tuan/truong-mau-giao-tuoi-hong-kinh-gui-phu-huynh-thuc-don-cua-thang-4-nam-hoc-2025/ct/100345/858029,
mnbongsentanphu,Mầm non Bông Sen,mn,phuongphuthohoa,regular,22,3,2,2026-09-19,https://mnbongsentanphu.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-3-thang-9-tu-2192026-den-2592026/ct/99261/888196,
mnhoaanhdaotanphu,Mầm non Hoa Anh Đào,mn,phuongphuthohoa,regular,36,5,3,2026-09-24,https://mnhoaanhdaotanphu.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-tuan-cua-be-tu-ngay-2892026-den-ngay-02102026/ct/110958/889124,
mnnhieuloc,Mầm non Nhiêu Lộc,mn,phuongphuthohoa,regular,19,2,2,2026-09-18,https://mnnhieuloc.hcm.edu.vn/nam-hoc-2025-2026/thuc-don-tuan-tu-ngay-219-den-2592026/ct/107136/888055,
mnrangdongtanphu,Mầm non Rạng Đông,mn,phuongphuthohoa,active,17,1,1,2026-09-10,https://mnrangdongtanphu.hcm.edu.vn/thuc-don/thuc-don-an-trong-tuan-le-tu-ngay-0792026-11092026/ct/100335/886576,
mntrangnguyentanphu,Mầm non Trạng Nguyên,mn,phuongphuthohoa,regular,17,3,3,2026-09-17,http://mntrangnguyentanphu.hcm.edu.vn/thuc-don-hang-tuan/truong-mam-non-trang-nguyen-xin-goi-den-cac-thay-co-va-cac-bac-cha-me-hoc-sinh/ct/103220/888701,
mnvanganhtanphu,Mầm non Vàng Anh,mn,phuongphuthohoa,stale,18,0,0,2026-05-14,https://mnvanganhtanphu.hcm.edu.vn/nam-hoc-2025-2026/thuc-don-tu-ngay-1852026-den-ngay-2252026-cua-truong-mam-non-vang-anh/ct/106329/866811,
thlevantamtanphu,Tiểu Học Lê Văn Tám,th,phuongphuthohoa,regular,15,3,2,2026-09-22,https://thlevantamtanphu.hcm.edu.vn/thuc-don-ban-tru/truong-tieu-hoc-le-van-tam-gioi-thieu-thuc-don-ban-tru-tuan-3-nam-hoc-2026-2027/ct/137480/1411678,
thtanhuong,Tiểu Học Tân Hương,th,phuongphuthohoa,regular,24,13,4,2026-09-24,https://thtanhuong.hcm.edu.vn/gioi-thieu/truong-tieu-hoc-tan-huong-gioi-thieu-den-cha-me-hoc-sinh-bua-an-ban-tru-ngay-24/ct/24332/1412387,
thtanthoi,Tiểu Học Tân Thới,th,phuongphuthohoa,regular,21,3,3,2026-09-18,http://thtanthoi.hcm.edu.vn/thuc-don-ban-tru/truong-tieu-hoc-tan-thoi-kinh-gui-den-quy-thay-co-quy-cha-me-hoc-sinh-thuc-don/ct/134617/1412065,
thtovinhdientanphu,Tiểu Học Tô Vĩnh Diện,th,phuongphuthohoa,regular,83,10,4,2026-09-24,https://thtovinhdientanphu.hcm.edu.vn/bua-an-ban-tru-hang-ngay/truong-tieu-hoc-to-vinh-dien-gioi-thieu-bua-an-ban-tru-ngay-2492026-danh-cho-ho/ct/147977/1412424,
thcsleanhxuantanphu,THCS Lê Anh Xuân,thcs,phuongphuthohoa,regular,15,3,2,2026-09-19,https://thcsleanhxuantanphu.hcm.edu.vn/ban-tru/thuc-don-tuan-03-tu-ngay-21092026-den-ngay-25092026/ct/104442/760232,
thcsnguyenhuetanphu,THCS Nguyễn Huệ,thcs,phuongphuthohoa,regular,3,3,2,2026-09-20,http://thcsnguyenhuetanphu.hcm.edu.vn/thong-bao/thong-bao-thuc-don-ban-tru-tuan-03-tu-ngay-2192026-den-ngay-2592026/ct/27442/760396,
thcsphanboichautanphu,THCS Phan Bội Châu,thcs,phuongphuthohoa,regular,15,15,3,2026-09-24,https://thcsphanboichautanphu.hcm.edu.vn/hinh-anh-hoat-dong-ban-tru/thcs-phan-boi-chau-hinh-anh-bua-an-trua-ban-tru-cua-hoc-sinh-thu-nam-ngay-24092/ct/111269/762365,
thcsvothanhtrang,THCS Võ Thành Trang,thcs,phuongphuthohoa,regular,16,3,3,2026-09-20,https://thcsvothanhtrang.hcm.edu.vn/doan-the/thuc-don-ban-tru-tuan-3-tu-2109-den-2509/ct/104600/760271,
mnhoahongq7,Mầm non Hoa Hồng,mn,phuongphuthuan,regular,20,4,4,2026-09-24,http://mnhoahongq7.hcm.edu.vn/cham-soc-nuoi-duong/thuc-don-tuan-4-thang-9-nam-2026-tu-ngay-289-den-ngay-02102026/ct/29257/889109,
mnphuthuan,Trường Mầm non Phú Thuận Quận 7,mn,phuongphuthuan,stale,27,0,0,2026-02-09,http://mnphuthuan.hcm.edu.vn/cong-khai-2025-2026/thong-bao-tinh-hinh-to-chuc-bua-an-ban-tru-cho-tre-tai-truong/ct/106678/837575,
thleanhxuanq7,Tiểu Học Lê Anh Xuân,th,phuongphuthuan,stale,17,0,0,2025-12-15,https://thleanhxuanq7.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-15-15122025-19122025/ct/136633/1348324,
thnguyenvanhuong,Tiểu Học Nguyễn Văn Hưởng,th,phuongphuthuan,regular,32,18,4,2026-09-24,https://thnguyenvanhuong.hcm.edu.vn/hinh-anh-bua-an-ban-tru/hinh-anh-bua-an-trua-ban-tru-cua-hoc-sinh-thu-nam-ngay-24092026/ct/139775/1412235,
thphuthuanq7,TH Phú Thuận,th,phuongphuthuan,regular,33,16,3,2026-09-24,https://thphuthuanq7.hcm.edu.vn/thuc-don-ngay/thuc-don-ngay-2492026/ct/137413/1412288,
thcsngotatto,THCS Ngô Tất Tố,thcs,phuongphuthuan,none,0,0,0,,,
mgsapa,Trường mẫu giáo dân lập Sapa,mn,phuongsaigon,regular,3,3,2,2026-09-19,https://mgsapa.hcm.edu.vn/thuc-don/thuc-don-tuan-3-thang-9-nam-2026/ct/110824/888223,
mn30thang4-saigon,Mầm non 30-4 Quận 1,mn,phuongsaigon,stale,15,0,0,2026-04-20,http://mn30thang4-saigon.hcm.edu.vn/thuc-don-cua-be/thuc-don-cua-be-tuan-4-thang-42026/ct/87181/858863,
mnhoalu,Mầm non Hoa Lư,mn,phuongsaigon,stale,2,0,0,2026-05-22,https://mnhoalu.hcm.edu.vn/tin-tuc-su-kien/truong-mam-non-hoa-lu-to-chuc-chuyen-de-doi-moi-hinh-thuc-to-chuc-bua-an-cho-tr/ct/15261/870057,
mnlethirieng,Mầm non Lê Thị Riêng,mn,phuongsaigon,stale,5,0,0,2026-04-27,https://mnlethirieng.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-thang-52026-cua-be/ct/15238/869261,
thhoabinh-saigon,Tiểu Học Hòa Bình,th,phuongsaigon,regular,17,2,2,2026-09-14,https://thhoabinh-saigon.hcm.edu.vn/thuc-don-hang-ngay/thuc-don-tuan-2-nam-hoc-2026-2027/ct/76301/1409635,
thnguyenbinhkhiem,Tiểu Học Nguyễn Bỉnh Khiêm,th,phuongsaigon,regular,17,7,4,2026-09-24,http://thnguyenbinhkhiem.hcm.edu.vn/thuc-don-ban-tru/thuc-don-ban-tru-tuan-4-nam-hoc-2026-2027/ct/41268/1412170,
thcsvotruongtoan,THCS Võ Trường Toản,thcs,phuongsaigon,regular,4,4,3,2026-09-24,http://thcsvotruongtoan.hcm.edu.vn/mon-ngon-moi-ngay/bua-ngon-moi-ngay-thuc-don-tuan-3-nam-hoc-2026-2027/ct/111313/760039,
mgmaikhoithuduc,Mẫu Giáo Mai Khôi,mn,phuongtambinh,none,0,0,0,,,
mnbinhchieu,Mầm non Bình Chiểu,mn,phuongtambinh,stale,8,0,0,2026-05-23,https://mnbinhchieu.hcm.edu.vn/thuc-don-tre-nam-hoc-2025-2026/thuc-don-cua-tre-tuan-4-thang-5-nam-2026/ct/109999/870404,
mnhoamaithuduc,Mầm non Hoa Mai,mn,phuongtambinh,none,0,0,0,,,
mnhoami,Mầm non Họa Mi 3,mn,phuongtambinh,stale,15,0,0,2026-08-02,https://mnhoami.hcm.edu.vn/thuc-don-cua-be/thuc-don-tuan-i-thang-82026/ct/101577/882155,
mntambinh,Mầm non Tam Bình,mn,phuongtambinh,none,0,0,0,,,
mntamphu,Mầm non Tam Phú,mn,phuongtambinh,regular,36,3,3,2026-09-18,https://mntamphu.hcm.edu.vn/thuc-don-cua-be/thuc-don-tre-tuan-4-thang-9-nam-2026/ct/111261/888610,
thbinhchieu,Tiểu Học Bình Chiểu,th,phuongtambinh,regular,13,13,3,2026-09-24,http://thbinhchieu.hcm.edu.vn/y-te/thuc-don-ngay-2492026/ct/133048/1412297,
thnguyenvantay,TH Nguyễn Văn Tây,th,phuongtambinh,regular,31,4,3,2026-09-25,https://thnguyenvantay.hcm.edu.vn/thuc-don/thuc-don-tuan-5-thang-9/ct/134580/1412470,
thtambinh,Tiểu Học Tam Bình,th,phuongtambinh,stale,11,0,0,2026-04-20,http://thtambinh.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tuan-31-20042026-den-24042026/ct/76001/1384715,
ththaivanlung1,Tiểu Học Thái Văn Lung,th,phuongtambinh,stale,32,0,0,2026-05-22,http://ththaivanlung1.hcm.edu.vn/2025-2026/thuc-don-ban-tru-tuan-38/ct/141340/1392173,
thtranvanvan,TIỂU HỌC TRẦN VĂN VÂN,th,phuongtambinh,none,0,0,0,,,
thtruongvanhai,Tiểu Học Trương Văn Hải,th,phuongtambinh,regular,30,17,4,2026-09-24,https://thtruongvanhai.hcm.edu.vn/nh-2026-2027/suat-an-ban-tru-ngay-2492026-thu-nam/ct/147016/1412349,
thcsbinhchieu,THCS Bình Chiểu,thcs,phuongtambinh,none,0,0,0,,,
thcsduongvanthi,THCS Dương Văn Thì,thcs,phuongtambinh,none,0,0,0,,,
thcstambinh,THCS Tam Bình,thcs,phuongtambinh,stale,13,0,0,2026-03-09,https://thcstambinh.hcm.edu.vn/y-te-hoc-duong/bang-thuc-don-thang-032026/ct/107464/742292,
thcsthaivanlung,Trường THCS Thái Văn Lung,thcs,phuongtambinh,none,0,0,0,,,
mnvietmy-tamthang,Trường Mầm non Việt Mỹ,mn,phuongtamthang,none,0,0,0,,,
thsongnguvungtau,Trường Tiểu học Song ngữ Vũng Tàu,th,phuongtamthang,none,0,0,0,,,
mnbengoan-tandinh,Mầm non Bé Ngoan,mn,phuongtandinh,stale,15,0,0,2026-07-24,https://mnbengoan-tandinh.hcm.edu.vn/thuc-don-tuan-cua-be/thuc-don-tuan-5-thang-7-nam-2026-cua-be/ct/90428/882054,
mntandinh,Mầm non Tân Định,mn,phuongtandinh,none,0,0,0,,,
thdinhtienhoangptandinh,Tiểu Học Đinh Tiên Hoàng,th,phuongtandinh,regular,15,3,3,2026-09-21,https://thdinhtienhoangptandinh.hcm.edu.vn/ban-tru/bang-thuc-don-tuan-tu-ngay-21092026-den-ngay-25092026/ct/104653/1411032,
thduocsong,Tiểu Học Đuốc Sống,th,phuongtandinh,stale,15,0,0,2026-04-29,https://thduocsong.hcm.edu.vn/thuc-don-ban-tru/thuc-don-thang-52026/ct/21321/1387623,
thtrankhanhdu,Tiểu Học Trần Khánh Dư,th,phuongtandinh,stale,16,0,0,2025-10-01,https://thtrankhanhdu.hcm.edu.vn/thuc-don/thuc-don-thang-10-nam-2025/ct/60165/1324782,
th-thcstandinh,TRƯỜNG TIỂU HỌC - TRUNG HỌC CƠ SỞ TÂN ĐỊNH,thcs,phuongtandinh,stale,2,0,0,2025-08-29,https://th-thcstandinh.hcm.edu.vn/thong-bao/thong-bao-ve-viec-lua-chon-doi-tac-cung-cap-suat-an-cho-hoc-sinh-nam-hoc-2025-2/ct/93943/719396,
thcshuynhkhuongninh,THCS Huỳnh Khương Ninh,thcs,phuongtandinh,active,15,1,1,2026-09-08,https://thcshuynhkhuongninh.hcm.edu.vn/thuc-don-ban-tru/thuc-don-thang-09-nam-hoc-2026-2027/ct/64758/758919,
thcstranvanon,THCS Trần Văn Ơn,thcs,phuongtandinh,none,0,0,0,,,
thbuithixuan,Trường Tiểu học Bùi Thị Xuân,th,phuongtandonghiep,none,0,0,0,,,
thdongan,Trường Tiểu học Đông An,th,phuongtandonghiep,none,0,0,0,,,
thtanbinh-tandonghiep,Trường Tiểu học Tân Bình,th,phuongtandonghiep,none,0,0,0,,,
thcstanbinh-tandonghiep,Trường THCS Tân Bình,thcs,phuongtandonghiep,regular,14,14,3,2026-09-24,http://thcstanbinh-tandonghiep.hcm.edu.vn/thuc-don/tiet-hoc-duoc-mong-cho-nhat-tiet-an/ct/109837/761019,
thcstandonghiepb,Trường THCS Tân Đông Hiệp B,thcs,phuongtandonghiep,none,0,0,0,,,
mnhiepphu,Mầm non Hiệp Phú,mn,phuongtangnhonphu,stale,1,0,0,2017-12-04,https://mnhiepphu.hcm.edu.vn/giao-duc-ky-nang-song/chuyen-de-to-chuc-bua-an-gia-dinh-cho-tre-trong-truong-mam-non/ct/16991/247414,
mnhoangyenq9,Mầm non Hoàng Yến 2,mn,phuongtangnhonphu,stale,1,0,0,2025-10-31,https://mnhoangyenq9.hcm.edu.vn/cham-soc-nuoi-duong/bua-an-gia-dinh-cua-cac-be-la-3/ct/85516/802547,
mnphongphu,Mầm non Phong Phú,mn,phuongtangnhonphu,active,3,2,1,2026-09-20,https://mnphongphu.hcm.edu.vn/cham-soc-nuoi-duong/thuc-don-tuan-4-thang-9-tu-ngay-219-den-ngay-2592026/ct/109688/888322,
mntangnhonphu,Trường Mầm non Tăng Nhơn Phú,mn,phuongtangnhonphu,active,3,1,1,2026-09-14,http://mntangnhonphu.hcm.edu.vn/dinh-duong-suc-khoe/thuc-don-tuan-039/ct/109610/887301,
mntanphu,Mầm non Tân Phú,mn,phuongtangnhonphu,stale,15,0,0,2025-11-10,http://mntanphu.hcm.edu.vn/thuc-don-cho-tre/thuc-don-tre-tuan-211/ct/100550/806068,
mntuoihoaq9,Mầm non Tuổi Hoa,mn,phuongtangnhonphu,stale,13,0,0,2026-07-13,https://mntuoihoaq9.hcm.edu.vn/suc-khoe-dinh-duong/thuc-don-he-cua-tre-tuan-3-tu-ngay-13-1772026/ct/30493/879994,
mntuoihongq9,Mầm non Tuổi Hồng,mn,phuongtangnhonphu,stale,15,0,0,2026-08-06,https://mntuoihongq9.hcm.edu.vn/thuc-don-tuan/thuc-don-tuan-2-thang-8-nam-2026/ct/99504/882698,
mntuoingocq9,Mầm non Tuổi Ngọc,mn,phuongtangnhonphu,stale,1,0,0,2019-04-04,https://mntuoingocq9.hcm.edu.vn/suc-khoe-dinh-duong/thuc-hien-cung-co-chuyen-de-doi-moi-bua-an-cho-tre/ct/30547/397080,
mnvanganhq9,Mầm non Vàng Anh,mn,phuongtangnhonphu,none,0,0,0,,,
thdinhtienhoangq9,Trường Tiểu Học Đinh Tiên Hoàng,th,phuongtangnhonphu,regular,5,5,2,2026-09-24,https://thdinhtienhoangq9.hcm.edu.vn/ban-tru-y-te-hoc-duong/bua-an-ban-tru-ngay-thu-nam-du-day-dinh-duong-tron-niem-vui/ct/70926/1412448,
thhiepphu,Tiểu Học Hiệp Phú,th,phuongtangnhonphu,active,2,2,1,2026-08-25,https://thhiepphu.hcm.edu.vn/cong-khai/thong-bao-ve-viec-lua-chon-doi-tac-cung-cap-suat-an-trua-cho-hoc-sinh-ban-tru-t/ct/137711/1406915,
thlevanviet,Tiểu Học Lê Văn Việt,th,phuongtangnhonphu,regular,16,3,3,2026-09-18,https://thlevanviet.hcm.edu.vn/ban-tru/thuc-don-ban-tru-tuan-03-tu-21092026-25092026/ct/62822/1410762,
thphongphuq9,Tiểu Học Phong Phú,th,phuongtangnhonphu,stale,1,0,0,2026-01-07,https://thphongphuq9.hcm.edu.vn/thong-bao/ve-viec-dieu-chinh-muc-thu-suat-an-ban-tru-nh-2025-2026/ct/114291/1353708,
thtanphuq9,Tiểu Học Tân Phú,th,phuongtangnhonphu,regular,14,2,2,2026-09-22,https://thtanphuq9.hcm.edu.vn/nam-hoc-2026-2027/thuc-don-tuan-04-thang-09-cua-hoc-sinh/ct/147693/1411756,
thtruongvanthanh,Tiểu Học Trương Văn Thành,th,phuongtangnhonphu,stale,14,0,0,2025-12-22,http://thtruongvanthanh.hcm.edu.vn/thuc-don-ban-tru/thuc-don-tuan-16-2212-26122025/ct/142120/1349704,
thcshiepphu,THCS Hiệp Phú,thcs,phuongtangnhonphu,none,0,0,0,,,
thcshoaluq9,THCS Hoa Lư,thcs,phuongtangnhonphu,none,0,0,0,,,
thcstangnhonphub,THCS Tăng Nhơn Phú B,thcs,phuongtangnhonphu,regular,10,7,4,2026-09-24,https://thcstangnhonphub.hcm.edu.vn/cong-khai-theo-thong-tu-09/mot-so-hinh-anh-ve-bua-an-ban-tru-ngay-2492026-cua-hoc-sinh-truong-thcs-tang-nh/ct/109373/762419,
thcstanphuq9,THCS Tân Phú,thcs,phuongtangnhonphu,none,0,0,0,,,
thtrungvuong,Trường tiểu học Trưng Vương,th,phuongtanhai,none,0,0,0,,,
